year,SMT-1,SMT-2,SMT-3,SMT-4,max_irrigation,mulch_pct,yield,irrigation
2018,63.1243768807891,71.64259377023589,88.05468283629546,22.665083572966502,150,50,14.264155461271681,150.0
2018,48.50540957763327,91.50920908555634,24.37919315780459,57.07510489512199,200,50,14.382452946472771,200.0
2018,94.53996747630399,79.51743713096258,20.464526355465804,35.666561901062124,250,50,14.398255698914923,250.0
2018,94.26967439579866,87.63359413456664,37.075523888112045,39.9778372883208,300,50,14.397158631619487,297.76615226677893
2018,86.40065946405636,69.78011742922841,32.81343262071023,36.44056618115863,350,50,14.457283159412876,265.3543160936844
2018,75.40081914528412,0.1867980419959281,33.50831416740978,85.36574537373733,400,50,14.396903406330175,400.0
2018,88.1851056519414,78.81577265735362,40.17814354393222,82.54933532896393,450,50,14.427751184852484,435.90712715573056
1984,78.6260880792266,7.277320219772876,28.059118883405297,85.29584041086757,0,100,1.6822819893889214,0.0
1984,1.5195959900514557,39.389358874127836,14.150778071344924,70.9009639790408,50,100,5.742921359864651,50.0
1984,50.897491802321966,34.83490326174041,15.9046351473702,100.25530385590139,100,100,8.392365369714673,100.0
1984,43.622943152632686,4.691484820528613,21.2848979992894,64.18499968670397,150,100,9.79959991544126,150.0
1984,50.9762127126743,47.71651090745226,41.721910613712666,8.418371423022709,200,100,11.246053410073728,200.0
1984,13.236300621927944,64.75210176623085,33.39464137232471,12.09446432974869,250,100,12.22207588642337,250.0
1984,59.33241406810269,86.9200054407244,46.249029350323845,24.107107562547125,300,100,12.907698983131395,300.0
1984,73.78169990618463,64.18841382395861,33.22716393941341,82.25975618499318,350,100,13.476774190051929,350.0
1984,82.32894617299368,85.77526546007144,37.888389594974925,67.12144245675756,400,100,13.667406325413616,400.0
1984,83.39909683394312,90.94975533032007,44.99488239862389,51.61389015543205,450,100,13.665409471746404,450.0
2009,6.692887400004455,42.373625173497764,30.75195673853174,1.9447089215280822,0,100,13.211331970377644,0.0
2009,98.21540923159256,89.45080700271474,46.38086962032143,68.18618681520017,50,100,13.634326226319715,50.0
2009,83.19754488476524,23.2078246524399,48.43692531068211,0.967564379563457,100,100,13.649660885302186,100.0
2009,88.29104709802951,44.94100212531836,36.47373348660909,68.8938144339765,150,100,13.647926526951155,150.0
2009,82.64121556219318,23.56914344989882,34.46006922951197,95.08854029521294,200,100,13.649660885302186,200.0
2009,83.20904875632755,25.739087096772828,57.10971673789381,27.449528363026744,250,100,13.649660885302186,125.42071965377488
2009,83.11179761317977,5.748062294635059,31.473469735369054,72.87894726315618,300,100,13.649660885302186,225.42071965377488
2009,83.13552947254993,4.994350317507202,34.906504944178295,51.264814381717116,350,100,13.649660885302186,150.42071965377488
2009,88.73696361433831,47.40146981776178,62.26829154276076,18.854758846271267,400,100,13.647926526951155,166.0945668306805
2009,82.50102189428117,75.49816068484947,8.685767240248177,98.04784731250378,450,100,13.649660885302186,320.0960157387785
2017,82.14376887925738,91.57702667262646,88.14754073858182,90.78688953515332,0,100,7.088164831548765,0.0
2017,2.395567433540524,1.252612684135035,61.415437217255274,4.79479269582338,50,100,9.418592839630353,50.0
2017,45.336457922930784,25.046710211512114,49.07015389645287,14.543559279555629,100,100,11.458672449638474,100.0
2017,44.41753567593242,55.51266198147943,26.09153164728255,15.257153547684208,150,100,12.902283459470361,150.0
2017,19.072518302464665,68.74460694486044,100.28214000057542,78.94160009334297,200,100,13.76749254052761,200.0
2017,82.91095887077103,61.27334109438862,29.555481327411957,52.923206151214444,250,100,14.08819414399201,250.0
2017,59.049109681965525,74.5109283225064,36.51763947770591,77.98951873478424,300,100,14.106752819321912,300.0
2017,93.91619519842153,85.35947064837049,41.64690838123336,17.781403691059094,350,100,14.059465772162838,263.76863652278996
2017,49.794521569883955,82.19238675412066,42.03049238381185,57.63127188876456,400,100,14.086015032997652,375.0
2017,69.76801132754305,72.97888019051834,36.222776910993566,32.266460181470876,450,100,14.102839112696781,268.89
2018,26.59914850445305,20.01881331091788,28.02252647629382,68.19548854781115,0,100,11.679865752748778,0.0
2018,23.676651081378086,17.09986706157386,98.97915804557196,35.78020879099786,50,100,13.142952217530299,50.0
2018,71.17724388607603,10.794515452059594,62.90345110590574,75.60007228463252,100,100,13.961736153027152,100.0
2018,68.57490973549034,62.59897388475865,77.53000528625975,22.410392736411616,150,100,14.322402774083798,150.0
2018,89.34635483277202,57.39418598216588,31.938118973173047,43.2650971295811,200,100,14.429994709927342,200.0
2018,91.92775814284465,83.93302347854122,41.34834961015061,88.23970931886367,250,100,14.41893852998399,250.0
2018,91.2977277891926,75.13157814559148,34.038666117632985,48.97640588685627,300,100,14.443049749978302,252.58360733228727
2018,74.08032068372361,90.09252406868305,4.87046590861136,75.45035369764905,350,100,14.396900056054927,350.0
2018,98.42136488550926,69.4302206773948,35.19780295415218,86.72344739401909,400,100,14.438124551541765,400.0
2018,103.327954275253,41.71559852912878,35.945436603829606,68.03141659860418,450,100,14.40319913133015,345.58600059589105
